excel_sheet,excel_row,year,operation_name_raw,operation_name_canonical_candidate,source_url,source_url_normalized,matched_source_slug,matched_operation_slug,excel_agencies,excel_countries,excel_crime_types_detected,excel_crime_label_raw,wiki_agencies,wiki_countries,wiki_crime_types,review_status,review_note
sheet2_extracted,192,2020,Operation Falcon,Operation Falcon,https://guardian.ng/news/nigerian-police-join-interpol-group-ib-to-arrest-three-suspected-tmt-fraudsters/#google_vignette,https://guardian.ng/news/nigerian-police-join-interpol-group-ib-to-arrest-three-suspected-tmt-fraudsters,2020-11-01_guardian-ng_google-vignette,operation-falcon,"나이지리아 경찰(Nigeria Police Force), INTERPOL(사이버범죄 및 금융범죄 부서), Group-IB, INTERPOL National Central Bureau(Abuja)","나이지리아, 싱가포르(Group-IB 본사), 전 세계 150개국 이상(피해국)",malware-ic,"피싱, 스팸 이메일 사기, 악성코드유포(AgentTesla, Loki, Azorult, Spartan, nanocore, Remcos 등), 신분 사칭, 불법 자금 이체, 데이터 유출, 스파이웨어 및 원격 접속 트로이목마 사용",,,,url_matches_existing_source,existing source slug = 2020-11-01_guardian-ng_google-vignette
sheet2_extracted,175,2020,Operation Goldfish Alpha,Operation Goldfish Alpha,https://www.interpol.int/News-and-Events/News/2020/INTERPOL-report-highlights-key-cyberthreats-in-Southeast-Asia,https://interpol.int/News-and-Events/News/2020/INTERPOL-report-highlights-key-cyberthreats-in-Southeast-Asia,2020-01-01_interpol-int_interpol-report-highlights-key-cyberthreats-in-southeast-asia,operation-goldfish-alpha-night-fury,"INTERPOL ASEAN Cybercrime Operations Desk, 각국 경찰, 민간 보안기업","동남아시아(아세안) 국가(인도네시아, 말레이시아, 태국, 필리핀, 싱가포르, 베트남, 미얀마 등)","ransomware-ic, malware-ic","봇넷, 피싱, 비즈니스 이메일 사기(BEC), 뱅킹 멀웨어, 랜섬웨어, 크립토재킹(암호화폐 채굴 악성코드)",,,,url_matches_existing_source,existing source slug = 2020-01-01_interpol-int_interpol-report-highlights-key-cyberthreats-in-southeast-asia
sheet2_extracted,177,2020,Operation Nova,Operation Nova,https://cyberscoop.com/safe-inet-takedown-fbi-interpol/,https://cyberscoop.com/safe-inet-takedown-fbi-interpol,2020-12-22_cyberscoop-com_safe-inet-takedown-fbi-interpol,operation-nova,"독일 Reutlingen 경찰본부, Europol, FBI, 프랑스 경찰, 네덜란드 경찰, 스위스 경찰","독일, 미국, 프랑스, 네덜란드, 스위스","ransomware-ic, malware-ic","랜섬웨어, 이스키밍(E-skimming), 스피어피싱, 계정 탈취, 불법 자금 이체, 신분 도용",,,,url_matches_existing_source,existing source slug = 2020-12-22_cyberscoop-com_safe-inet-takedown-fbi-interpol
sheet2_extracted,228,2021,Operation Delilah,Operation Delilah,https://www.group-ib.com/media-center/press-releases/interpol-gib-delilah/,https://group-ib.com/media-center/press-releases/interpol-gib-delilah,2022-01-01_group-ib-com_interpol-gib-delilah,operation-delilah,"인터폴(INTERPOL), 나이지리아 경찰(Nigeria Police Force), Group-IB, Palo Alto Networks Unit 42, Trend Micro, CyberTOOLBELT, 호주, 캐나다, 미국 법집행기관","나이지리아, 호주, 캐나다, 미국 및 기타(범죄 네트워크는 4대륙에 걸쳐 활동)",malware-ic,"피싱, 비즈니스 이메일 사기(BEC), 신분도용, 불법 이득 취득, 사이버범죄",,,,url_matches_existing_source,existing source slug = 2022-01-01_group-ib-com_interpol-gib-delilah
sheet2_extracted,206,2021,Operation HAECHI-II,Operation HAECHI-II,https://www.interpol.int/News-and-Events/News/2021/More-than-1-000-arrests-and-USD-27-million-intercepted-in-massive-financial-crime-crackdown,https://interpol.int/News-and-Events/News/2021/More-than-1-000-arrests-and-USD-27-million-intercepted-in-massive-financial-crime-crackdown,2021-11-01_interpol-int_more-than-1-000-arrests-and-usd-27-million-intercepted-in-massive-financial-c,operation-haechi-ii,"인터폴(INTERPOL), 각국 전문 경찰 부서, 홍콩·마카오 경찰 등","앵골라, 브루나이, 캄보디아, 콜롬비아, 중국, 인도, 인도네시아, 아일랜드, 일본, 한국, 라오스, 말레이시아, 몰디브, 필리핀, 루마니아, 싱가포르, 슬로베니아, 스페인, 태국, 베트남, 홍콩, 마카오",malware-ic,"온라인사기(로맨스 사기, 투자 사기), 불법 온라인 도박, 자금 세탁 등 사이버 금융범죄",,,,url_matches_existing_source,existing source slug = 2021-11-01_interpol-int_more-than-1-000-arrests-and-usd-27-million-intercepted-in-massive-financial-c
sheet2_extracted,201,2021,Operation Lyrebird,Operation Lyrebird,https://www.group-ib.com/media-center/press-releases/gib-interpol-lyrebird/,https://group-ib.com/media-center/press-releases/gib-interpol-lyrebird,2021-07-05_group-ib-com_interpol-led-operation-takes-down-prolific-cybercriminal,operation-lyrebird,"인터폴(INTERPOL), Group-IB(그룹아이비), 모로코 경찰","프랑스, 모로코 등(피해 발생 및 조사·체포 관련 주요 국가, 실제 범죄는 다국적)",malware-ic,"피싱, 카딩, 웹사이트 디페이스먼트, 악성코드 개발, 신용카드 부정사용, 사기",,,,url_matches_existing_source,existing source slug = 2021-07-05_group-ib-com_interpol-led-operation-takes-down-prolific-cybercriminal
sheet2_extracted,313,2021,Operation Morpheus,Operation Morpheus,https://www.nationalcrimeagency.gov.uk/news/national-crime-agency-leads-international-operation-to-degrade-illegal-versions-of-cobalt-strike,https://nationalcrimeagency.gov.uk/news/national-crime-agency-leads-international-operation-to-degrade-illegal-versions-of-cobalt-strike,2024-06-28-uk-nca-operation-morpheus-cobalt-strike,operation-morpheus,"영국 국가범죄수사국(NCA), Europol, FBI, 호주 연방경찰(AFP), 캐나다 왕립기마경찰(RCMP), 독일 연방범죄수사청(BKA), 네덜란드 국립경찰(Politie), 폴란드 중앙사이버범죄국(Central Cybercrime Bureau), Fortra(코발트 스트라이크 개발사), BAE Systems Digital Intelligence, Trellix, Shadowserver, Spamhaus, Abuse CH 등 민간 파트너","영국, 미국, 호주, 캐나다, 독일, 네덜란드, 폴란드 등 27개국","ransomware-ic, malware-ic","불법 소프트웨어 유통, 사이버 침해, 랜섬웨어 유포, 악성코드유포, 데이터 절도, 불법 금융거래",,,,url_matches_existing_source,existing source slug = 2024-06-28-uk-nca-operation-morpheus-cobalt-strike
sheet2_extracted,200,2021,Operation Secreto,Operation Secreto,https://www.europol.europa.eu/media-press/newsroom/news/105-arrested-for-stealing-over-%E2%82%AC12-million-us-based-banks,https://europol.europa.eu/media-press/newsroom/news/105-arrested-for-stealing-over-%E2%82%AC12-million-us-based-banks,2021-02-01_europol-europa-eu_105-arrested-for-stealing-over-eur-12-million-from-us-based-banks,operation-105-arrested-for-stealing-over-eur-12-million-from-us-based-banks,"스페인 국가경찰, 미국 비밀경찰(US Secret Service), 오스트리아 경찰, 덴마크 경찰, 그리스 경찰, 미국 법무부(US Department of Justice), 미국 금융범죄단속네트워크(FinCEN), 유로폴(Europol), 유로저스트(Eurojust)","스페인, 미국, 오스트리아, 덴마크, 그리스",malware-ic,"카드사기, 신용카드 부정사용, 불법 자금 세탁",,,,url_matches_existing_source,existing source slug = 2021-02-01_europol-europa-eu_105-arrested-for-stealing-over-eur-12-million-from-us-based-banks
sheet2_extracted,229,2022,Operation Killer Bee,Operation Killer Bee,https://www.interpol.int/News-and-Events/News/2022/Online-scamming-fraud-three-Nigerians-arrested-in-INTERPOL-Operation-Killer-Bee,https://interpol.int/News-and-Events/News/2022/Online-scamming-fraud-three-Nigerians-arrested-in-INTERPOL-Operation-Killer-Bee,2022-05-30_interpol-int_interpol-online-scamming-fraud-three-nigerians-arrested-in-operation-killer-bee,operation-killer-bee,"인터폴(INTERPOL), 나이지리아 경제범죄수사위원회(EFCC), ASEAN 사이버범죄작전데스크(Asean Cybercrime Operations Desk), 싱가포르 정부, Trend Micro 등 민간 보안기업","브루나이, 캄보디아, 인도네시아, 라오스, 말레이시아, 미얀마, 나이지리아, 필리핀, 싱가포르, 태국, 베트남",malware-ic,"사이버범죄, 온라인 사기, 금융사기, 비즈니스 이메일 사기(BEC), 불법 자금 유통, 신용정보 도용, 악성코드(Agent Tesla) 유포 및 사용",,,,url_matches_existing_source,existing source slug = 2022-05-30_interpol-int_interpol-online-scamming-fraud-three-nigerians-arrested-in-operation-killer-bee
sheet2_extracted,301,2022,Operation Kraken,Operation Kraken,https://www.reuters.com/technology/cybersecurity/ghost-cybercrime-platform-dismantled-global-operation-51-arrested-2024-09-18/,https://reuters.com/technology/cybersecurity/ghost-cybercrime-platform-dismantled-global-operation-51-arrested-2024-09-18,2024-09-18_reuters-com_ghost-cybercrime-platform-dismantled-in-global-operation-51-arrested,operation-kraken-ghost-platform,"Europol, 호주 연방경찰(AFP), 아일랜드 경찰(An Garda Síochána), 이탈리아 경찰, 캐나다 경찰, 프랑스 경찰, 아이슬란드 경찰, 네덜란드 경찰, 스웨덴 경찰, 미국 법집행기관","호주, 캐나다, 프랑스, 아이슬란드, 아일랜드, 이탈리아, 네덜란드, 스웨덴, 미국",malware-ic,"마약 밀매, 자금세탁, 조직적 범죄, 암호화 통신 플랫폼 불법 운영, 살인 주문 및 폭력 협박, 불법 무기 소지",,,,url_matches_existing_source,existing source slug = 2024-09-18_reuters-com_ghost-cybercrime-platform-dismantled-in-global-operation-51-arrested
sheet2_extracted,285,2022,(가칭)Operation FakeMall Takedown,Operation FakeMall Takedown,https://www.europol.europa.eu/media-press/newsroom/news/fraudulent-shopping-sites-tied-to-cybercrime-marketplace-taken-offline,https://europol.europa.eu/media-press/newsroom/news/fraudulent-shopping-sites-tied-to-cybercrime-marketplace-taken-offline,2024-12-04_europol-europa-eu_fraudulent-shopping-sites-tied-to-cybercrime-marketplace-taken-offline,,"Europol, 독일 하노버 경찰(Polizeidirektion Hannover), Verden 검찰청(Staatsanwaltschaft Verden), 각국 법집행기관(독일, 오스트리아, 핀란드, 네덜란드, 노르웨이 등)","독일, 오스트리아, 핀란드, 네덜란드, 노르웨이",malware-ic,"사이버 사기, 신분도용, 불법 금융거래, 계정 정보 유출, 피싱, 데이터 절도, 조직적 사이버범죄",,,,url_matches_existing_source,existing source slug = 2024-12-04_europol-europa-eu_fraudulent-shopping-sites-tied-to-cybercrime-marketplace-taken-offline
sheet2_extracted,226,2022,(가칭)Operation Marketplace A,Operation Marketplace A,https://cyberscoop.com/igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi/,https://cyberscoop.com/igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi,2022-03-22_cyberscoop_igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi,,"미국 법무부(DOJ), FBI, 동부 텍사스 연방검찰(EDTX), 라트비아 국가경찰(State Police of Latvia)","미국, 라트비아",malware-ic,"와이어 사기(wire fraud), 접근장치 사기(access device fraud), 중대한 신분도용(aggravated identity theft), 불법 접근장치 유통, 불법 접근장치 보유, 불법 접근장치 권유 등",,,,url_matches_existing_source,existing source slug = 2022-03-22_cyberscoop_igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi
sheet2_extracted,262,2023,Africa Cyber Surge II,Africa Cyber Surge II,https://therecord.media/africa-cyber-surge-14-arrests-interpol,https://therecord.media/africa-cyber-surge-14-arrests-interpol,2023-08-18_therecord-media_africa-cyber-surge-14-arrests-interpol,africa-cyber-surge-ii,"인터폴(INTERPOL), 아프리폴(AFRIPOL), 아프리카 25개국 경찰 및 수사기관, Group-IB, Trend Micro, Kaspersky, Coinbase 등 민간 기업","카메룬, 나이지리아, 모리셔스, 감비아, 케냐 등 아프리카 25개국",malware-ic,"사이버범죄, 온라인 사기, 피싱, 비즈니스 이메일 침해(BEC), 익스터션(협박), 스캠, 불법 금융거래, 메시징 플랫폼 사기, 예술품 사기, 머니 뮬 활동",,,,url_matches_existing_source,existing source slug = 2023-08-18_therecord-media_africa-cyber-surge-14-arrests-interpol
sheet2_extracted,265,2023,Operation Nervone,Operation Nervone,https://www.group-ib.com/media-center/press-releases/operation-nervone/,https://group-ib.com/media-center/press-releases/operation-nervone,2023-07-05_group-ib_operation-nervone-opera1er,operation-nervone,"INTERPOL, AFRIPOL, Group-IB, Orange S.A., 코트디부아르 정보기술 및 디지털흔적분석국(DITT), 미국 비밀경찰(US Secret Service), Booz Allen Hamilton DarkLabs","코트디부아르, 프랑스, 미국, 영국, 독일, 아프리카 15개국 피해국, 아시아, 라틴아메리카 등",malware-ic,"사이버범죄, 비즈니스 이메일 침해(BEC), 피싱, 악성코드유포, 불법 금융거래, 시스템 침입, 데이터 절도, 자금세탁",,,,url_matches_existing_source,existing source slug = 2023-07-05_group-ib_operation-nervone-opera1er
sheet2_extracted,282,2023,Operation Synergia,Operation Synergia,https://www.kaspersky.com/about/press-releases/kaspersky-shares-cyberthreat-data-with-interpol-in-operation-to-disrupt-transnational-cybercrime,https://kaspersky.com/about/press-releases/kaspersky-shares-cyberthreat-data-with-interpol-in-operation-to-disrupt-transnational-cybercrime,kaspersky-operation-avalanche,,"INTERPOL, Kaspersky, INTERPOL Gateway 프로젝트 파트너(각국 법집행기관, 민간 사이버보안 기업)",INTERPOL 회원국 50개국 이상,"ransomware-ic, malware-ic","피싱, 악성코드, 랜섬웨어, 불법 금융거래, 데이터 절도, 계정 정보 유출, 불법 서버 운영",,,,url_matches_existing_source,existing source slug = kaspersky-operation-avalanche
sheet2_extracted,263,2023,(가칭)Operation Hive Collapse,Operation Hive Collapse,https://www.europol.europa.eu/media-press/newsroom/news/cybercriminals-stung-hive-infrastructure-shut-down,https://europol.europa.eu/media-press/newsroom/news/cybercriminals-stung-hive-infrastructure-shut-down,2023-01-26_europol-europa-eu_cybercriminals-stung-as-hive-infrastructure-shut-down,,"FBI, 미국 법무부(DOJ), 유로폴(Europol), 독일 경찰, 네덜란드 경찰, 영국 국가범죄수사국(NCA), 미국 비밀경찰(US Secret Service), 캐나다, 프랑스, 루마니아, 리투아니아, 스웨덴, 노르웨이, 포르투갈, 스페인, 아일랜드 등","미국, 독일, 네덜란드, 영국, 캐나다, 프랑스, 루마니아, 리투아니아, 스웨덴, 노르웨이, 포르투갈, 스페인, 아일랜드 등","ransomware-ic, malware-ic","랜섬웨어, 데이터 암호화 및 갈취, 사이버범죄, 불법 금융거래, 시스템 침입, 조직적 범죄",,,,url_matches_existing_source,existing source slug = 2023-01-26_europol-europa-eu_cybercriminals-stung-as-hive-infrastructure-shut-down
sheet2_extracted,377,2024,Operation Africa Cyber Surge II,Operation Africa Cyber Surge II,https://www.vanguardngr.com/2024/04/interpol-identifies-20-674-suspicious-networks-linked-to-terrorists-money-laundering-others-in-25-african-countries/,https://vanguardngr.com/2024/04/interpol-identifies-20-674-suspicious-networks-linked-to-terrorists-money-laundering-others-in-25-african-countries,2024-04-01_vanguardngr-com_interpol-identifies-20-674-suspicious-networks-linked-to-terrorists-money-lau,africa-cyber-surge-ii,"Interpol(인터폴), 각국 법집행기관(경찰, 수사기관), Africa Joint Cybercrime Operations Desk(AFJOC), Group-IB, Trend Micro, Kaspersky, Coinbase, World Economic Forum’s Cybercrime Atlas 파트너, 인터넷 서비스 제공업체(ISP)","나이지리아, 남아프리카공화국, 케냐, 가나, 모잠비크, 카메룬, 알제리, 앙골라, 베냉, 코트디부아르, 콩고민주공화국, 가봉, 모리셔스, 르완다, 세네갈, 탄자니아, 튀니지, 잠비아, 짐바브웨 등 아프리카 25개국","ransomware-ic, malware-ic","사이버범죄(랜섬웨어, 뱅킹 트로이목마, 스파이웨어, 데이터 유출, DDoS공격), 피싱, 비즈니스 이메일 사기(BEC), 신용카드 사기, 테러 자금 조달, 자금세탁, 조직범죄",,,,url_matches_existing_source,existing source slug = 2024-04-01_vanguardngr-com_interpol-identifies-20-674-suspicious-networks-linked-to-terrorists-money-lau
sheet2_extracted,293,2024,Operation Bali Becik 2024,Operation Bali Becik 2024,https://www.aljazeera.com/news/2024/6/28/indonesia-says-will-deport-103-taiwanese-suspected-of-cybercrimes-in-bali,https://aljazeera.com/news/2024/6/28/indonesia-says-will-deport-103-taiwanese-suspected-of-cybercrimes-in-bali,2024-06-28_aljazeera-com_indonesia-says-will-deport-103-taiwanese-suspected-of-cybercrimes-in-bali,,"인도네시아 발리 이민국, 발리 베칙 태스크포스, BAIS TNI(인도네시아 군사전략정보국 데봐 타스크포스), 인도네시아 법무인권부(Kemenkumham), 인도네시아 이민국 총국, 각국 관련 당국(말레이시아 등과 협력)","인도네시아, 말레이시아",malware-ic,"사이버 사기(인터넷 사기), 비자 남용, 불법 금융거래, 신분도용, 계정 정보 유출",,,,url_matches_existing_source,existing source slug = 2024-06-28_aljazeera-com_indonesia-says-will-deport-103-taiwanese-suspected-of-cybercrimes-in-bali
sheet2_extracted,324,2024,(가칭)Operation Rydox,Operation Rydox,https://cyberscoop.com/rydox-cybercriminal-marketplace-seized-doj-albania-kosovo/,https://cyberscoop.com/rydox-cybercriminal-marketplace-seized-doj-albania-kosovo,2024-12-12_cyberscoop-com_rydox-cybercriminal-marketplace-seized-doj-albania-kosovo,,"미국 연방수사국(FBI) 피츠버그 사무소, 알바니아 특별반부패기구(SPAK), 알바니아 국가수사국(BKH), 코소보 특별검찰청, 코소보 경찰, 말레이시아 왕립경찰","미국, 알바니아, 코소보, 말레이시아",malware-ic,"신분도용, 불법 금융거래, 자금세탁, 불법 소프트웨어 및 데이터 유통, 불법 접근장치 판매, 해킹 도구 판매",,,,url_matches_existing_source,existing source slug = 2024-12-12_cyberscoop-com_rydox-cybercriminal-marketplace-seized-doj-albania-kosovo
sheet2_extracted,354,2024,(가칭)Operation Lusaka Scam,Operation Lusaka Scam,https://therecord.media/zambia-guilty-pleas-chinese-nationals-scam-call-center,https://therecord.media/zambia-guilty-pleas-chinese-nationals-scam-call-center,2024-06-05-therecord-zambia-golden-top-guilty-pleas,,"잠비아 마약단속위원회(DEC), 잠비아 경찰, 이민국, 반테러리즘 부서","잠비아, 중국, 카메룬, 싱가포르, 페루, 아랍에미리트, 아프리카 다수국(피해자 및 용의자 국적 포함)",malware-ic,"컴퓨터 관련 허위표시, 신분도용, 불법 네트워크 운영, 인터넷 사기, 온라인 사기, 자금세탁, 조직범죄",,,,url_matches_existing_source,existing source slug = 2024-06-05-therecord-zambia-golden-top-guilty-pleas
sheet2_extracted,383,2024,(가칭)Operation Nemesis Market,Operation Nemesis Market,https://therecord.media/nemesis-cybercrime-market-takedown-germany,https://therecord.media/nemesis-cybercrime-market-takedown-germany,the-record-911-s5-botnet-dismantling,,"독일 연방범죄청(BKA), 프랑크푸르트 사이버범죄특별수사팀(ZIT), 미국 연방수사국(FBI), 미국 마약단속국(DEA), 미국 국세청 범죄수사국(IRS-CI), 리투아니아 법집행기관","독일, 리투아니아, 미국","ransomware-ic, dark-web-ic, malware-ic","마약류 밀매, 불법 데이터 거래, 랜섬웨어, 피싱, DDoS공격, 신분도용, 조직범죄",,,,url_matches_existing_source,existing source slug = the-record-911-s5-botnet-dismantling
sheet2_extracted,540,2025,Operation Chakra-IV,Operation Chakra-IV,https://www.freepressjournal.in/india/cbi-dismantles-global-cybercrime-network-targeting-germans-since-2021-in-operation-chakra-iv,https://freepressjournal.in/india/cbi-dismantles-global-cybercrime-network-targeting-germans-since-2021-in-operation-chakra-iv,2025-02-18_freepressjournal_operation-chakra-iv-german-tech-support-scam,operation-chakra-iv,"Central Bureau of Investigation(CBI), 독일 법집행기관","인도, 독일",malware-ic,"국제 사이버 사기(기술지원 사칭, 원격 접근을 통한 컴퓨터 및 은행 계좌 불법 접근, 자금 유도, 암호화폐 활용 범죄 수익 처리), 사기(IPC 420), 위조(IPC 467, 468, 471), 정보통신망법 위반(IT Act 66D)",,,,url_matches_existing_source,existing source slug = 2025-02-18_freepressjournal_operation-chakra-iv-german-tech-support-scam
sheet2_extracted,403,2025,Operation Phobos Aetor,Operation Phobos Aetor,https://www.europol.europa.eu/media-press/newsroom/news/key-figures-behind-phobos-and-8base-ransomware-arrested-in-international-cybercrime-crackdown,https://europol.europa.eu/media-press/newsroom/news/key-figures-behind-phobos-and-8base-ransomware-arrested-in-international-cybercrime-crackdown,2025-02-11-europol-phobos-8base-ransomware-arrests,,"Europol, FBI, 영국 국가범죄청(NCA), 바이에른 경찰, 미국 법무부(DOJ), 스위스 법집행기관, 태국 경찰, 기타 14개국 법집행기관","미국, 영국, 독일, 스위스, 태국, 벨기에, 프랑스, 이탈리아, 네덜란드, 기타 유럽·아시아·미주 국가","ransomware-ic, malware-ic","랜섬웨어(Phobos 및 8Base), 데이터 암호화, 이중 갈취(데이터 유출 협박), 불법 자금 이체, 컴퓨터 시스템 무단 접근, 조직적 범죄",,,,url_matches_existing_source,existing source slug = 2025-02-11-europol-phobos-8base-ransomware-arrests
sheet2_extracted,461,2025,Operation Secure,Operation Secure,https://www.helpnetsecurity.com/2025/06/11/operation-secure-cybercrime-infostealer-crackdown/,https://helpnetsecurity.com/2025/06/11/operation-secure-cybercrime-infostealer-crackdown,2025-04-01_helpnetsecurity-com_operation-secure-disrupts-global-infostealer-malware-operations,,"INTERPOL, Group-IB, Kaspersky, Trend Micro 등","베트남, 스리랑카, 나우루, 홍콩 등 26개국",malware-ic,"사이버 범죄(정보탈취 악성코드유포, 피싱, 온라인 사기 등)",,,,url_matches_existing_source,existing source slug = 2025-04-01_helpnetsecurity-com_operation-secure-disrupts-global-infostealer-malware-operations
sheet2_extracted,422,2025,(가칭)Operation Lumma Cut,Operation Lumma Cut,https://techxplore.com/news/2025-05-global-malware-federal-court-georgia.html,https://techxplore.com/news/2025-05-global-malware-federal-court-georgia.html,techxplore-911-s5-botnet-dismantling,,"Microsoft, 미국 법무부(Department of Justice), FBI, Europol, 일본 사이버범죄 통제센터, Lumen, Cloudflare, Bitsight","미국, 유럽연합(특히 독일, 프랑스 등), 일본","ransomware-ic, malware-ic","정보유출 악성코드(Lumma Stealer) 유포, 피싱, 온라인 사기, 금융사기, 신분도용, 랜섬웨어",,,,url_matches_existing_source,existing source slug = techxplore-911-s5-botnet-dismantling
sheet2_extracted,464,2025,(가칭)Operation Phobos Lock,Operation Phobos Lock,https://www.cbsnews.com/news/justice-department-charges-russian-men-cybercrime-ransomware/,https://cbsnews.com/news/justice-department-charges-russian-men-cybercrime-ransomware,cbs-news-hive-ransomware-infrastructure-takedown,,"미국 법무부(Department of Justice), FBI, 유럽 및 독일 법집행기관","미국, 독일, 유럽연합(영국, 호주 등은 제재에만 참여)","ransomware-ic, dark-web-ic, malware-ic","사이버범죄(랜섬웨어 공격, 데이터 절도, 금전 갈취, 위조, 컴퓨터 무단 접근 및 손상, 신분 사칭 등)",,,,url_matches_existing_source,existing source slug = cbs-news-hive-ransomware-infrastructure-takedown
